real_estate_link,license_number,license_type,legal_form,arabic_trade_name,english_trade_name,license_start_date,license_expiry_date,activities,est_banning_status,area
https://eservices.ajmanded.ae/en/TradeLicense/License/cbc00617-a6d4-4495-9ba5-90366f5cc566,25694,Trade License,Sole Establishment,مكتب ابوحميد العقاري,ABU HUMAID REAL ESTATE OFFICE,21/04/1998,21/09/2025,"['Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/7c69f81f-5097-4abb-808c-81a78ec809e5,25927,Professional License,Sole Establishment,مركز الهدف العقاري,AL HADAF REAL ESTATE CENTER,07/06/1998,10/05/2026,"['Real Estate Leasing Brokerage', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Liwara1
https://eservices.ajmanded.ae/en/TradeLicense/License/692efb7c-80c1-42ba-837f-d1014bc2429d,26623,Trade License,Sole Establishment,برقان للعقارات,BARQAN REAL ESTATE,20/09/1998,26/10/2000,not available,Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/4cae687c-5375-4b08-86db-a15b1e79e15a,27148,Trade License,Sole Establishment,الدهماني للعقارات,AL DAHMANI REAL ESTATE,30/12/1998,14/03/2021,['Real Estate Lease and Management Services'],Unprohibited,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/eebb97d8-283d-4fb5-895d-f090097acf36,27207,Trade License,General Partnership,شركة المرشد العقارية,AL MURSHED REAL ESTATE COMPANY,10/01/1999,09/06/2001,['Land and Real Estate Purchase and Sale'],Unprohibited,Liwara1
https://eservices.ajmanded.ae/en/TradeLicense/License/b822834e-41da-4973-a821-edd827c9cf65,27443,Trade License,Sole Establishment,المؤسسة المركزية العالمية للعقارات,.CENTRAL INTERNATIONAL REAL ESTATE EST,02/03/1999,30/08/2025,['Real Estate Lease and Management Services'],Prohibited ,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/36b6ed18-58f2-45c6-83fc-8985b4646e21,27634,Trade License,General Partnership,كونكورد العقارية,CONCORD REAL ESTATE,13/04/1999,12/04/2000,not available,Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/89d38da9-e48c-4bbf-9007-6548c4fd4a92,27646,Trade License,Sole Establishment,القصر للاستثمار العقاري,AL QASER REAL ESTATE INVESTING,18/04/1999,17/04/2000,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Liwara1
https://eservices.ajmanded.ae/en/TradeLicense/License/7a69c972-4943-4eb5-aac7-de0b19d9ebea,27922,Trade License,Sole Establishment,المياس للعقارات,AL MAYAS REAL ESTATE,06/06/1999,25/07/2019,['Land and Real Estate Purchase and Sale'],Unprohibited,Rumaila1
https://eservices.ajmanded.ae/en/TradeLicense/License/5b9139e9-7880-4457-b276-fc8ae0072c44,27926,Trade License,Sole Establishment,الماجد للعقارات ,AL MAJED REAL ESTATE ,06/06/1999,03/03/2026,"['Land and Real Estate Purchase and Sale', 'Real Estate Leasing Brokerage', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Aalia
https://eservices.ajmanded.ae/en/TradeLicense/License/1b50ff27-b83a-4e0a-839e-b4612f9c47cc,28433,Trade License,Sole Establishment,مؤسسة التعاون الخليجي للاستثمار العقاري,.GULF CO- OPERATION REAL ESTATE INVESMENT EST,15/09/1999,07/09/2003,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/4ba2342b-3e80-4435-8692-57f655e434d0,28444,Trade License,Sole Establishment,حمـد الغانم للعقارات ,HAMAD AL GHANEM REAL ESTATE ,18/09/1999,10/04/2026,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/720eb2be-430a-4104-b29a-7dc8f2ad483d,28504,Trade License,Limited Liability Company,نور الحياة للعقارات ذ.م.م,NOOR AL HAYAT REAL ESTATE L.L.C,05/10/1999,07/06/2025,['Real Estate Purchase and Sale Brokerage'],Unprohibited,Aamra
https://eservices.ajmanded.ae/en/TradeLicense/License/ccf80dbc-c762-4ec3-a602-c1a8af8ddf71,28594,Trade License,Sole Establishment,مؤسسة بن حسن العقارية,.BIN HASSAN REAL ESTATE EST,26/10/1999,16/08/2025,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Liwara1
https://eservices.ajmanded.ae/en/TradeLicense/License/3bcce310-d567-4b5d-b254-06663e6fd4bb,28672,Trade License,Sole Establishment,مؤسسة الرحال العقارية,.AL RAHAL REAL ESTATE EST,14/11/1999,13/11/2000,not available,Unprohibited,Nakheel1
https://eservices.ajmanded.ae/en/TradeLicense/License/6b78ab73-0889-46b2-a8af-e5b703cdb40a,28822,Trade License,Sole Establishment,الاتحاد العقارية,ALETIHAD REAL ESTATE,20/12/1999,13/12/2026,['Real Estate Lease and Management Services'],Unprohibited,Jurf2
https://eservices.ajmanded.ae/en/TradeLicense/License/3bfc792f-e808-402e-946b-d352eccece95,30729,Trade License,Sole Establishment,الخيال للعقارات,.AL KHAYAL REAL ESTATE,16/12/2000,15/02/2008,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/40017b28-2ae5-4e86-bdfc-e343355633c6,31025,Trade License,Sole Establishment,مؤسسة الجروان للعقارات,.ALJARWAN REAL ESTATE EST,12/02/2001,31/10/2019,"['Land and Real Estate Purchase and Sale', 'Real Estate Leasing Brokerage', 'Real Estate Purchase and Sale Brokerage']",Prohibited ,Rawdha3
https://eservices.ajmanded.ae/en/TradeLicense/License/500bd13e-46a4-4c67-ac20-0adfa4e21a3a,31463,Trade License,Sole Establishment,الشاعر للخدمات العقارية,AL SHAER REAL ESTATE SERVICES,25/04/2001,24/04/2002,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/3bfa62c8-f523-4e0b-aaba-268e0bd9035d,32128,Trade License,Sole Establishment,مؤسسة الظفرة للعقارات,AL ZAFRA  REAL ESTATE EST,04/09/2001,31/05/2019,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rumaila1
https://eservices.ajmanded.ae/en/TradeLicense/License/83bb592d-daa8-4acf-9faa-2431b57905c2,32389,Trade License,Sole Establishment,مؤسسة الوسيط للعقارات,.AL WASEET REAL ESTATE EST,30/10/2001,04/05/2026,['Self-owned Property Management Services'],Unprohibited,Rashideya1
https://eservices.ajmanded.ae/en/TradeLicense/License/4a742490-6d23-40ca-a358-1cf8f7bb7e92,32772,Trade License,Sole Establishment,اركان للاستثمار العقاري,ARKAN REAL ESTATE INVESTMENT,12/02/2002,07/10/2021,['Real Estate Lease and Management Services'],Unprohibited,Rashideya3
https://eservices.ajmanded.ae/en/TradeLicense/License/ab80d293-048e-4e43-aeb1-01d4dce69a79,32924,Trade License,Limited Liability Company,شركة الانماء والتطوير العقاري (ذ.م.م),(GROWTH & REAL ESTATE DEVELOPMET CO.(L.L.C,20/03/2002,19/03/2003,['Land and Real Estate Purchase and Sale'],Unprohibited,Liwara1
https://eservices.ajmanded.ae/en/TradeLicense/License/fb18e339-a1b1-4439-b01c-3b57fc25368c,33158,Trade License,Sole Establishment,المطوع العالمية للعقارات,AL MUTAWA INTERNATIONAL REAL ESTATE,04/05/2002,18/09/2006,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Liwara1
https://eservices.ajmanded.ae/en/TradeLicense/License/54e133bf-2c1b-48de-81bc-9532026af358,33237,Trade License,Sole Establishment,الساحل للعقارات,.AL SAHEL REAL ESTATE,14/05/2002,28/07/2025,['Real Estate Lease and Management Services'],Unprohibited,Nuaimeya2
https://eservices.ajmanded.ae/en/TradeLicense/License/db047ee5-19ee-4702-b969-d02e9ed016a0,33547,Trade License,General Partnership,المستقبل للعقارات,.AL MUSTAQBEL REAL ESTATE,02/07/2002,23/08/2025,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya3
https://eservices.ajmanded.ae/en/TradeLicense/License/d522c87e-8b74-410a-b953-cf5b5ddc8db4,33908,Trade License,Sole Establishment,البيت السعودي للعقارات,SAUDI HOME REAL ESTATE,04/09/2002,03/09/2006,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rumaila1
https://eservices.ajmanded.ae/en/TradeLicense/License/b247b41e-0eb3-492d-8ae8-50ef9b63b26a,34035,Trade License,Sole Establishment,الحمادي للعقارات,.AL HAMADI REAL ESTATE,29/09/2002,21/01/2026,['Real Estate Purchase and Sale Brokerage'],Unprohibited,Nuaimeya3
https://eservices.ajmanded.ae/en/TradeLicense/License/147d69bc-463f-4cdd-b623-efd52a3930c9,34655,Trade License,Sole Establishment,مؤسسة الرفاعي للعقارات,AL RAFAEI REAL ESTATE EST,15/01/2003,07/01/2026,['Real Estate Lease and Management Services'],Unprohibited,Rumaila1
https://eservices.ajmanded.ae/en/TradeLicense/License/2162ff49-a5f9-426b-a004-a821dbc5a681,34938,Trade License,Limited Liability Company,النشمي للعقارات ذ.م.م,.AL NASHMY REAL ESTATE L.L.C,25/02/2003,23/02/2026,"['Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/da0cbf5b-a7ee-41bb-8bb9-91922390abf4,35201,Trade License,Sole Establishment,الممزر للعقارات,AL MAMZAR REAL ESTATE,08/04/2003,07/06/2010,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/8c270c17-d59a-469c-9b39-b428f83b23bb,35325,Trade License,Limited Liability Company,بي اند بي للعقارات/ (ذ.م.م.),B & B REAL ESTATE/L.L.C,28/04/2003,21/10/2023,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/ddb5c04d-805d-4700-9df9-314a34b58592,35536,Trade License,Limited Liability Company,النسر للعقارات ذ.م.م,EAGLE REAL ESTATE/L.L.C,01/06/2003,23/11/2025,"['Real Estate Lease and Management Services', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Jurf2
https://eservices.ajmanded.ae/en/TradeLicense/License/10255a71-6f49-49d8-a08e-71cdeb07b0d2,35574,Trade License,Sole Establishment,دبي للعقارات,DUBAI REAL ESTATE,08/06/2003,07/06/2006,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/fbbf4a10-402b-4e40-a815-4da1f550117d,35598,Trade License,Limited Liability Company,الجرف للعقارات ذ.م.م,AL JURF REAL ESTATE L.L.C,11/06/2003,14/03/2025,"['Real Estate Leasing Brokerage', 'Real Estate Purchase and Sale Brokerage']",Unprohibited,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/a2ee3953-a106-4063-b981-4a1a5e813051,35793,Trade License,L.L.C (SOLE PROPRIETORSHIP),مكة للعقارات (ذ.م.م – ش.ش.و),MAKKAH REAL ESTATE (S.P.S - L.L.C),21/07/2003,03/05/2026,['Real Estate Lease and Management Services'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/23d8148b-2362-4896-9f45-5ceb7136b05b,35930,Trade License,Limited Liability Company,التيسير للعقارات /ذ.م.م,.AL TAYSIR REAL ESTATELLC,20/08/2003,01/05/2016,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rashideya3
https://eservices.ajmanded.ae/en/TradeLicense/License/db05f83b-297f-46c6-8607-a3da922c30dc,36027,Trade License,Limited Liability Company,المطوع والابراهيم للعقارات (ذ.م.م),(AL MOTAWA & AL IBRAHIM REAL ESTATE (L.L.C,08/09/2003,07/09/2004,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rawdha1
https://eservices.ajmanded.ae/en/TradeLicense/License/8fe6921d-3305-4ab5-9264-80c5ee300c7e,36130,Trade License,Sole Establishment,المركز الاسيوي للعقارات,ASIAN REAL ESTATE CENTRE,29/09/2003,28/02/2008,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nakheel1
https://eservices.ajmanded.ae/en/TradeLicense/License/21975023-e94f-48f8-8eee-26c39927454f,36248,Trade License,Sole Establishment,الامواج للعقارات,WAVES REAL ESTATE,21/10/2003,20/11/2010,['Land and Real Estate Purchase and Sale'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/fd8f569c-ea8b-4deb-bdb5-01bf43c12c73,36423,Trade License,Sole Establishment,مؤسسة العز للعقارات,.PRIDE REAL ESTATE EST,07/12/2003,06/12/2006,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nakheel1
https://eservices.ajmanded.ae/en/TradeLicense/License/232f823d-182f-42c2-8fca-07fb4b245ce0,36690,Trade License,Sole Establishment,شركة ابراج العقارية,.ABRAJ REAL ESTATE CO,20/01/2004,12/07/2025,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rashideya3
https://eservices.ajmanded.ae/en/TradeLicense/License/709794b1-fe1c-4da6-a2ec-e19bdaf6124e,36725,Trade License,Limited Liability Company,ابوراضي لبيع الاراضي والعقارات/ذ.م.م,ABU RADI REAL ESTATE/L.L.C,26/01/2004,25/01/2012,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Liwara1
https://eservices.ajmanded.ae/en/TradeLicense/License/060f5d27-6ccb-4084-a8ff-eefd231878cc,36742,Trade License,Sole Establishment,بن سبران للعقارات,.BIN SABRAN REAL ESTATE,28/01/2004,27/01/2005,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Jurf1
https://eservices.ajmanded.ae/en/TradeLicense/License/7e0ff999-b11a-49cd-8799-08ce1d853304,36806,Trade License,L.L.C (SOLE PROPRIETORSHIP),بن مالك للعقارات/ (ذ.م.م - ش.ش.و),.BIN MALEK REAL ESTATE/ (S.P.S - L.L.C),17/02/2004,09/11/2025,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rawdha2
https://eservices.ajmanded.ae/en/TradeLicense/License/c0341256-54fd-48c0-acac-7ef3b4b1b778,36892,Trade License,Limited Liability Company,التاج للعقارات(ذ.م.م),CROWN REAL ESTATE/L.L.C,01/03/2004,20/03/2026,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/abe3733c-090d-497d-ace4-d1e3ce252c19,37024,Trade License,Sole Establishment,مؤسسة المناخ للعقارات,.AL MANAKH REAL ESTATE EST,15/03/2004,25/02/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Prohibited ,Rumaila1
https://eservices.ajmanded.ae/en/TradeLicense/License/5bee4009-1633-4a86-91a8-429bab5c3b1e,37120,Trade License,Limited Liability Company,السعدي للعقارات/ذ.م.م,AL SAADI REAL ESTATE /L.L.C,28/03/2004,27/10/2016,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rashideya3
https://eservices.ajmanded.ae/en/TradeLicense/License/baf052c7-3715-4314-a682-2d320bc7ecf3,37171,Trade License,Sole Establishment,الجوهرة للعقارات,.AL JAWHRA REAL ESTATE,04/04/2004,31/03/2022,['Land and Real Estate Purchase and Sale'],Unprohibited,Mowaihat1
https://eservices.ajmanded.ae/en/TradeLicense/License/e8179d18-ff74-4a69-9ab0-610286202bee,37179,Trade License,Sole Establishment,القادري للعقارات,AL QADERI REAL ESTATE,04/04/2004,02/05/2018,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/e2a7eff1-5879-4baa-b21a-273b768186be,37229,Trade License,Sole Establishment,خليل الهاشمي للعقارات,.KHALEEL AL HASHEMI REAL ESTATE,11/04/2004,10/04/2008,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Mushairif
https://eservices.ajmanded.ae/en/TradeLicense/License/ec27ad14-912e-4008-b303-fdd2ef85f27f,37727,Trade License,Sole Establishment,المؤسسة العامة للعقارات والاستثمارية,REAL ESTATE INVESTMENTS GENERAL EST,13/06/2004,11/06/2013,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Prohibited ,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/0d9b2175-727f-4586-a159-e0219d9c1107,37748,Trade License,Sole Establishment,برج العرب للعقارات,.ARAB TOWER REAL ESTATE,15/06/2004,29/08/2007,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rumaila1
https://eservices.ajmanded.ae/en/TradeLicense/License/b55c555a-1db9-4dc1-abba-11b9803078a0,37783,Trade License,Sole Establishment,قصر السلطان للعقارات,AL SULTAN REAL ESTATE PALACE,21/06/2004,20/06/2006,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rumaila1
https://eservices.ajmanded.ae/en/TradeLicense/License/b6dc11f5-5212-4956-9a9a-38b34b653ddd,37883,Trade License,Sole Establishment,الراشد للعقارات,AL RASHED REAL ESTATE,05/07/2004,04/07/2009,"['Land and Real Estate Purchase and Sale', 'Real Estate Development Construction', 'Real Estate Lease and Management Services']",Prohibited ,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/2f76dc1f-6e36-437a-b6bc-cf0bceef264e,37906,Trade License,Sole Establishment,الانطلاق للعقارات,AL INTILAK REAL ESTATE,07/07/2004,06/11/2007,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/05122c92-8149-4779-acb6-85f9e253d526,37907,Trade License,Sole Establishment,الثريا للعقارات,AL THURAYA REAL ESTATE,07/07/2004,06/09/2008,['Land and Real Estate Purchase and Sale'],Unprohibited,Nuaimeya1
